Server ID,Sponsor,Server Name,Timestamp,Distance,Ping,Download,Upload,Share,IP Address
21966,WARIAN,Milano,2020-08-31T15:40:11.737422Z,46.29318715185764,24.006,25255591.181859758,1658772.9046905963,,1.2.3.4
21966,WARIAN,Milano,2020-08-31T15:50:01.985005Z,46.29318715185764,25.675,28355922.92406259,1709195.4789188243,,1.2.3.4
999,InternetONE,Varese,2020-08-31T16:00:01.762531Z,5.1324404367352345,24.634,26714244.3595292,1683573.442020305,,1.2.3.4
999,InternetONE,Varese,2020-08-31T16:10:02.265436Z,5.1324404367352345,24.415,17720839.790525913,1712359.9210020734,,1.2.3.4
